"Month","Year","Week_day","Type_day","Casualties","Num_vehicles","Lanes","Road_width","Lane_width","Hard_shoulder","Paved_hard_shoulder","Security_barriers","Aditional_panels","Edge_landmarks","Reflectors","Surface","Luminosity","Atmosferic_factors","Limited_visibility","Danger_signs","Crash_type","Traffic","Conc_distraction","Conc_alcohol_durgs","Conc_speed","Conc_tyred_sleepy_ill","Conc_weather"
"Dec",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Artificial_enough","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Dec",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","More_250m","Y","N","N","Y","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Dec",2006,7,"Holiday",3,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","No_light","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,2,"Post_holiday",3,2,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","Y","Dry","Artificial_enough","Light_fog","Y","No","Collision","Light","Y","N","N","N","N"
"Dec",2006,2,"Post_holiday",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Dec",2006,4,"Work_day",2,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Ped_run_over","Light","N","N","N","N","N"
"Dec",2006,4,"Work_day",4,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Heavy","Y","N","N","N","N"
"Dec",2006,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","No_light","Clear","Y","Not_needed","Other","Light","Y","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","Y","Y","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Jan",2015,4,"Holiday",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Dusk_no_artificial","Clear","N","Yes","Other","Light","N","Y","N","N","N"
"Jan",2015,4,"Holiday",3,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Other","Daylight","Clear","N","No","Off_the_road",NA,"N","N","N","N","Y"
"Jan",2015,6,"Pre_holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Dry","Dusk_no_artificial","Clear","Y","No","Collision","Light","N","Y","N","N","N"
"Jan",2015,7,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Jan",2015,2,"Work_day",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Artificial_not_enough","Clear","N",NA,"Collision",NA,"N","N","N","N","N"
"Jan",2015,3,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Daylight","Clear","N",NA,"Off_the_road",NA,"N","N","N","Y","N"
"Jan",2015,4,"Work_day",1,1,3,"More_7m","More_375m","Less_150m","Y","Y","N","N","N","Dry","No_light","Clear","N","Not_needed","Crash",NA,"N","N","N","N","N"
"Jan",2015,5,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","Y","Y","Y","Y","Y","Wet","Dusk_no_artificial","Light_rain","Y","Yes","Other","Jam","N","N","Y","N","N"
"Jan",2015,5,"Work_day",3,1,2,"6m_to_7m","Less_325m","None","Y","Y","Y","Y","Y","Wet","Dusk_no_artificial","Clear","N","Yes","Ped_run_over","Jam","N","N","N","N","N"
"Jan",2015,5,"Work_day",4,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Wet","Dusk_artificial","Cloudy","N","No","Collision","Light","N","N","N","N","N"
"Jan",2015,2,"Work_day",2,2,2,"6m_to_7m","Less_325m","None","N","Y","Y","Y","Y","Wet","Daylight","Cloudy","Y","Yes","Collision","Light","N","N","N","N","N"
"Jan",2015,2,"Work_day",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","N","Not_needed","Crash",NA,"N","N","N","Y","N"
"Jan",2015,3,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Jan",2015,5,"Work_day",3,3,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Artificial_enough","Heavy_rain","N","Yes","Collision",NA,"Y","N","N","N","N"
"Jan",2015,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","Artificial_not_enough","Heavy_rain","N","No","Crash",NA,"N","N","N","N","N"
"Jan",2015,6,"Pre_holiday",2,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","No_light","Heavy_rain","N","Yes","Crash",NA,"N","N","N","N","N"
"Feb",2015,7,"Holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Mud_or_gravel","No_light","Light_rain","N",NA,"Crash",NA,"N","N","N","Y","N"
"Feb",2015,2,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","N","N","Y","Y","Y","Wet","No_light","Light_rain","N","Yes","Other",NA,"N","N","N","Y","N"
"Feb",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","No_light","Light_rain","N","Yes","Other",NA,"N","N","N","Y","N"
"Feb",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","N","Y","Wet","Daylight","Cloudy","N","Yes","Crash",NA,"N","N","N","N","Y"
"Feb",2015,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","N","No","Other",NA,"N","N","N","Y","Y"
"Feb",2015,5,"Work_day",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","N","Yes","Other",NA,"N","N","N","N","N"
"Feb",2015,5,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","No_light","Light_rain","N",NA,"Other",NA,"N","N","Y","N","N"
"Feb",2015,1,"Post_holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Artificial_not_enough","Clear","N",NA,"Crash",NA,"N","N","N","N","N"
"Feb",2015,1,"Post_holiday",1,1,2,"6m_to_7m","Less_325m","None","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","N","Yes","Other",NA,"N","N","N","N","N"
"Feb",2015,6,"Pre_holiday",2,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","Daylight","Light_rain","N","No","Other","Light","Y","N","N","N","N"
"Feb",2015,1,"Post_holiday",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","Daylight","Light_rain","Y","No","Off_the_road","Light","N","N","N","N","Y"
"Feb",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Wet","Artificial_not_enough","Light_rain","N","No","Crash",NA,"N","N","N","N","N"
"Feb",2015,3,"Work_day",1,1,2,"Less_6m","Less_325m","None","N","N","N","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Other","Light","N","N","Y","N","N"
"Feb",2015,3,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","No_light","Heavy_rain","N","Not_needed","Crash",NA,"N","N","N","N","N"
"Feb",2015,3,"Work_day",1,1,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","N","N","Wet","Daylight","Heavy_rain","N","Not_needed","Other",NA,"N","N","N","Y","Y"
"Feb",2015,3,"Work_day",1,1,2,"Less_6m","Less_325m","None","N","N","N","N","N","Wet","Artificial_not_enough","Heavy_rain","N","Yes","Crash",NA,"N","N","N","N","Y"
"Feb",2015,4,"Work_day",3,1,2,"6m_to_7m","Less_325m","None","Y","Y","Y","Y","Y","Wet","No_light","Light_rain","Y","Yes","Off_the_road","Light","N","N","N","Y","N"
"Feb",2015,4,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","No","Collision","Light","N","N","N","N","N"
"Feb",2015,4,"Work_day",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","Y","No","Other","Light","N","N","Y","N","N"
"Feb",2015,4,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Light_rain","N",NA,"Crash",NA,"N","N","N","Y","Y"
"Feb",2015,4,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Flooded","Daylight","Heavy_rain","N",NA,"Crash",NA,"N","N","N","Y","Y"
"Mar",2015,1,"Post_holiday",4,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","No","Collision","Jam","Y","N","N","N","N"
"Mar",2015,1,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","N","N","Other","Daylight","Light_rain","Y","No","Off_the_road","Light","N","N","N","N","N"
"Mar",2015,3,"Work_day",33,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Dusk_no_artificial","Light_rain","Y","No","Collision","Heavy","Y","N","N","N","N"
"Mar",2015,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Wet","No_light","Heavy_rain","N","No","Crash",NA,"N","N","N","Y","N"
"Mar",2015,4,"Work_day",2,3,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","Daylight","Clear","N","No","Collision",NA,"N","N","N","N","N"
"Mar",2015,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Fall","Light","Y","N","N","N","N"
"Mar",2015,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","No","Fall","Light","N","N","N","N","N"
"Mar",2015,7,"Holiday",2,2,2,"6m_to_7m","Less_325m","None","N","N","N","N","N","Dry","Daylight","Clear","N","No","Collision",NA,"N","N","N","N","N"
"Mar",2015,2,"Work_day",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Dusk_artificial","Clear","N",NA,"Collision",NA,"N","N","N","N","N"
"Mar",2015,3,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","N","N"
"Mar",2015,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Dusk_no_artificial","Cloudy","N","Yes","Off_the_road",NA,"Y","N","Y","N","Y"
"Mar",2015,6,"Pre_holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Artificial_enough","Light_rain","N",NA,"Off_the_road",NA,"N","N","N","Y","N"
"Mar",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","N","No","Ped_run_over",NA,"N","N","N","N","N"
"Mar",2015,2,"Work_day",1,2,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","Y","Dry","No_light","Clear","N","Yes","Ped_run_over",NA,"N","N","N","N","N"
"Mar",2015,4,"Holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Dusk_no_artificial","Cloudy","N",NA,"Off_the_road",NA,"N","N","N","N","N"
"Mar",2015,5,"Post_holiday",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","Daylight","Cloudy","Y","No","Fall","Light","Y","N","N","N","N"
"Mar",2015,5,"Post_holiday",1,1,2,"Less_6m","Less_325m","Less_150m","N","N","N","N","N","Wet","Dusk_no_artificial","Cloudy","Y","Yes","Other","Light","N","N","Y","N","N"
"Mar",2015,7,"Holiday",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","No_light","Cloudy","N",NA,"Ped_run_over",NA,"N","N","N","N","N"
"Mar",2015,1,"Post_holiday",1,1,1,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Wet","No_light","Light_rain","Y","Not_needed","Off_the_road","Light","N","N","N","N","N"
"Mar",2015,2,"Work_day",1,1,2,"More_7m","More_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Heavy_rain","N","Yes","Crash",NA,"N","N","N","N","Y"
"Mar",2015,2,"Work_day",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Light_rain","N",NA,"Collision",NA,"N","N","N","N","N"
"Mar",2015,3,"Work_day",2,2,2,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Oil","Daylight","Heavy_rain","N","Yes","Collision","Light","N","N","N","Y","Y"
"Mar",2015,4,"Work_day",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Heavy_rain","N","Not_needed","Other","Light","N","N","N","Y","Y"
"Mar",2015,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","N","Wet","Daylight","Heavy_rain","N","No","Off_the_road",NA,"N","N","N","Y","Y"
"Mar",2015,4,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","Y","N","N","N","N","Wet","Daylight","Light_rain","N","Yes","Other",NA,"N","N","Y","Y","Y"
"Mar",2015,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Wet","Daylight","Light_rain","N","Yes","Other",NA,"N","N","N","N","N"
"Mar",2015,5,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Light_rain","N",NA,"Off_the_road",NA,"N","N","N","N","Y"
"Mar",2015,7,"Holiday",6,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Dry","No_light","Cloudy","N","Not_needed","Collision","Light","N","N","Y","N","N"
"Mar",2015,7,"Holiday",1,1,3,"More_7m","325m_to_375m","None","N","N","Y","Y","Y","Wet","Daylight","Cloudy","N","No","Off_the_road",NA,"N","N","Y","Y","N"
"Mar",2015,2,"Work_day",2,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Cloudy","Y","Yes","Collision","Light","N","N","Y","N","N"
"Apr",2015,4,"Holiday",1,2,2,"6m_to_7m","Less_325m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Off_the_road","Light","N","N","N","N","N"
"Apr",2015,5,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","N","N"
"Apr",2015,7,"Holiday",1,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Artificial_enough","Cloudy","Y","Yes","Collision","Light","N","Y","N","N","N"
"Apr",2015,1,"Holiday",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Artificial_enough","Clear","N",NA,"Collision",NA,"N","N","N","N","N"
"Apr",2015,4,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","N","N"
"Apr",2015,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","No","Fall","Light","Y","N","Y","N","N"
"Apr",2015,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Other","Daylight","Clear","Y","Not_needed","Fall","Light","N","N","N","Y","N"
"Apr",2015,7,"Holiday",2,2,3,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","Not_needed","Collision",NA,"N","N","N","N","N"
"Apr",2015,3,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Apr",2015,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","Y","Y","Y","Wet","Daylight","Light_rain","N","Yes","Other",NA,"N","N","N","N","N"
"Apr",2015,7,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","No_light","Clear","N","No","Collision",NA,"N","N","N","N","N"
"Apr",2015,1,"Post_holiday",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Fall","Light","Y","N","N","N","N"
"Apr",2015,1,"Post_holiday",2,3,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","N","N"
"Apr",2015,3,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","N","N"
"Apr",2015,1,"Post_holiday",1,1,2,"6m_to_7m","Less_325m","None","Y","N","N","N","N","Wet","Daylight","Light_rain","N","Yes","Crash",NA,"N","N","N","N","N"
"May",2015,1,"Post_holiday",5,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","N","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","N","N","N"
"May",2015,3,"Work_day",4,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","Y","Dry","Daylight","Cloudy","Y","No","Collision","Light","Y","N","N","N","N"
"May",2015,5,"Work_day",2,2,2,"More_7m","More_375m","Less_150m","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"May",2015,5,"Work_day",3,1,2,"6m_to_7m","Less_325m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Ped_run_over","Light","N","N","N","N","N"
"May",2015,7,"Holiday",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Daylight","Clear","N",NA,"Collision",NA,"Y","N","N","N","N"
"May",2015,7,"Holiday",2,2,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Dusk_artificial","Clear","N","No","Collision",NA,"Y","N","N","N","N"
"May",2015,3,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","N","N","N","N","N","Oil","Daylight","Cloudy","N","Yes","Fall",NA,"N","N","N","Y","N"
"May",2015,5,"Work_day",2,2,1,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Wet","Daylight","Cloudy","Y","Yes","Collision","Light","N","N","Y","Y","N"
"May",2015,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","No","Other","Light","N","N","N","N","Y"
"May",2015,7,"Holiday",8,3,3,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","Artificial_enough","Light_rain","N","Yes","Collision","Light","N","N","Y","N","N"
"May",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","N","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","N","N","N"
"May",2015,2,"Work_day",1,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Artificial_enough","Clear","Y","No","Other","Light","Y","N","Y","N","N"
"May",2015,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","N","Dry","Daylight","Clear","Y","Yes","Fall","Light","N","N","Y","N","N"
"May",2015,6,"Pre_holiday",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Daylight","Clear","N",NA,"Collision",NA,"N","N","N","N","N"
"May",2015,7,"Holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Light_rain","N",NA,"Other",NA,"N","N","Y","N","Y"
"May",2015,2,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","N","N","N","Y","N","Wet","No_light","Cloudy","N","Yes","Other","Light","N","N","N","N","N"
"May",2015,5,"Work_day",2,2,3,"More_7m","325m_to_375m","None","Y","Y","N","N","Y","Wet","Daylight","Light_rain","N","Yes","Other","Light","N","N","Y","N","N"
"Jun",2015,1,"Post_holiday",3,3,1,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Jun",2015,6,"Pre_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Jun",2015,1,"Post_holiday",4,2,3,"6m_to_7m","Less_325m","Less_150m","Y","Y","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision",NA,"Y","N","N","N","N"
"Jun",2015,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Artificial_enough","Light_rain","N","No","Collision",NA,"Y","N","Y","N","N"
"Jun",2015,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","N","Wet","Daylight","Light_rain","Y","No","Off_the_road","Light","N","N","N","Y","Y"
"Jun",2015,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","No","Collision","Light","Y","N","N","N","Y"
"Jun",2015,4,"Work_day",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Dusk_no_artificial","Light_rain","N",NA,"Collision",NA,"N","N","N","N","N"
"Jun",2015,7,"Holiday",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","N","Dry","Daylight","Clear","N","Yes","Other","Light","N","N","Y","N","N"
"Jun",2015,1,"Post_holiday",1,1,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","Y","Flooded","Daylight","Heavy_rain","N","Yes","Other",NA,"N","N","N","Y","Y"
"Jun",2015,1,"Post_holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Light_rain","N",NA,"Other",NA,"N","N","N","N","N"
"Jun",2015,2,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Artificial_enough","Clear","N",NA,"Crash",NA,"N","N","N","N","N"
"Jun",2015,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","Y","Dry","Daylight","Clear","N","Yes","Other",NA,"N","N","N","N","N"
"Jun",2015,7,"Holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Daylight","Clear","N",NA,"Crash",NA,"N","Y","N","N","N"
"Jun",2015,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","Y","Dry","Daylight","Clear","N","No","Collision","Jam","Y","N","N","N","N"
"Jun",2015,7,"Holiday",7,3,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","N","No","Collision","Light","N","N","N","N","N"
"Jun",2015,1,"Post_holiday",3,3,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Cloudy","Y","No","Collision","Light","N","N","N","N","N"
"Jun",2015,1,"Post_holiday",1,1,1,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Fall","Light","N","N","N","N","N"
"Jun",2015,2,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Jul",2015,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","No","Fall","Light","N","N","N","Y","N"
"Jul",2015,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Fall","Light","N","N","N","N","N"
"Jul",2015,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","N","N","N","Y","Y","Dry","Daylight","Cloudy","Y","No","Other","Light","N","N","Y","N","N"
"Jul",2015,1,"Post_holiday",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dry","Dusk_artificial","Clear","N",NA,"Collision",NA,"N","N","N","N","N"
"Jul",2015,2,"Work_day",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","N","Dry","Daylight","Clear","Y","No","Fall","Light","Y","N","N","N","N"
"Jul",2015,2,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","N","No","Collision",NA,"N","N","N","N","N"
"Jul",2015,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Daylight","Clear","N","Not_needed","Off_the_road",NA,"N","N","N","N","N"
"Jul",2015,3,"Work_day",1,1,2,"More_7m","325m_to_375m","None","N","N","N","Y","N","Dry","No_light","Clear","N","Yes","Ped_run_over",NA,"N","N","N","N","N"
"Jul",2015,5,"Work_day",3,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2015,7,"Holiday",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Daylight","Cloudy","N",NA,"Off_the_road",NA,"N","N","N","Y","N"
"Jul",2015,2,"Work_day",4,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Oil","Daylight","Clear","N","Yes","Collision",NA,"N","N","N","Y","N"
"Jul",2015,4,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","N","No","Collision",NA,"N","N","N","N","N"
"Jul",2015,7,"Holiday",1,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Dry","Artificial_not_enough","Clear","N","No","Ped_run_over",NA,"N","N","N","N","N"
"Jul",2015,1,"Post_holiday",4,2,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Jul",2015,1,"Post_holiday",3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Daylight","Clear","N",NA,"Collision",NA,"N","N","N","Y","N"
"Jul",2015,2,"Work_day",1,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","N","No","Crash",NA,"N","N","N","N","N"
"Jul",2015,3,"Work_day",4,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","Y","No","Collision","Light","N","N","N","N","N"
"Jul",2015,3,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Wet","Daylight","Light_rain","N","No","Collision",NA,"N","N","N","N","N"
"Jul",2015,3,"Work_day",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","No_light","Light_rain","N","No","Crash",NA,"N","N","N","Y","N"
"Jul",2015,3,"Work_day",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Wet","Dusk_no_artificial","Light_rain","N",NA,"Off_the_road",NA,"N","N","N","N","Y"
